no;id;x;y;itemgroup
74;19;0.411906873;-0.286507924;a
75;19;0.438655589;0;b
76;19;0.231732205;1;b
77;20;0.360359589;3.555375193;a
78;20;0.445381033;2.262125751;a
79;20;0.891860496;1;b
80;20;0.475879655;1;b
81;21;0.774428101;0.205665376;a
82;21;0.307199424;-0.360247189;a
83;21;0.821368765;1;b
84;21;0.250798287;1;b
85;22;0.749072672;1.205071859;a
86;22;0.73307295;0.146223045;a
87;22;0.631442037;1;b
88;22;0.28484433;0;b
89;23;0.364940505;-0.094570038;a
90;23;0.988211082;1.430755272;a
91;23;0.665147224;1;b
92;23;0.465809974;1;b
93;24;0.110083861;0.4168481;a
94;24;0.38801652;1.9056493;a
95;24;0.484735516;1;b
96;24;0.615823411;1;b
97;25;0.658124186;0.946927467;a
98;25;0.364286368;0.388117399;a
99;25;0.666233814;1;b
100;25;0.054300856;0;b
101;26;0.485495574;1.127241832;a
102;26;0.21086124;-0.499531804;a
103;26;0.067956943;1;b
104;26;0.834923235;1;b
105;27;0.631365421;-1.305838084;a
106;27;0.180012868;-0.441834157;a
107;27;0.797722945;1;b
108;27;0.882581403;1;b
109;28;0.915042051;-0.187542395;a
110;28;0.377221501;1.581863687;a
111;28;0.105080437;1;b
112;28;0.363845213;1;b
113;29;0.50851983;-1.061661621;a
114;29;0.707368178;-0.846972115;a
115;29;0.621825181;0;b
116;29;0.032089328;0;b
117;30;0.765292827;0.631312784;a
118;30;0.538431823;2.11260818;a
119;30;0.486393394;1;b
120;30;0.13987781;1;b
121;31;0.566867211;0.600719402;a
122;31;0.191158115;-0.542018127;a
123;31;0.676301202;1;b
124;31;0.438161816;0;b
125;32;0.584411029;2.573276144;a
126;32;0.759286187;0.848540637;a
127;32;0.001366552;0;b
128;32;0.520941393;1;b
129;33;0.483778473;0.684424762;a
130;33;0.661978347;-1.194999068;a
131;33;0.61002695;0;b
132;33;0.589854042;1;b
133;34;0.8215091;-0.334664034;a
134;34;0.414352622;-0.910582635;a
135;34;0.201889194;1;b
136;34;0.893811863;1;b
137;35;0.871067606;1.551663862;a
138;35;0.803938359;0.732134814;a
139;35;0.171368271;0;b
140;35;0.10113986;0;b
141;36;0.917963208;0.777961321;a
142;36;0.836317548;0.901064111;a
143;36;0.383940478;0;b
144;36;0.273612853;1;b
145;37;0.693594555;0.208512511;a
146;37;0.380064333;0.101267886;a
147;37;0.998172167;0;b
148;37;0.32578571;0;b
149;38;0.512717742;-0.046671775;a
150;38;0.573361355;-1.268033209;a
151;38;0.196210961;1;b
152;38;0.306303012;1;b
153;39;0.774638885;1.454012582;a
154;39;0.764851437;2.261293748;a
155;39;0.850665985;1;b
156;39;0.271817859;1;b
157;40;0.992149014;2.00940658;a
158;40;0.547244355;0.443154448;a
159;40;0.932613668;1;b
160;40;0.597395408;1;b
161;41;0.222526622;-0.01792358;a
162;41;0.070620428;-0.659411492;a
163;41;0.619219635;1;b
164;41;0.105627387;1;b
165;42;0.667768593;3.528482715;a
166;42;0.484298969;0.956988095;a
167;42;0.491694411;1;b
168;42;0.851855835;0;b
169;43;0.067882815;-2.972314334;a
170;43;0.581519443;-1.203101088;a
171;43;0.009259828;0;b
172;43;0.815075643;0;b
173;44;0.740966282;1.899145121;a
174;44;0.845923924;2.56472845;a
175;44;0.660420404;1;b
176;44;0.90799635;1;b
177;45;0.80409695;0.073726331;a
178;45;0.501030762;1.113740339;a
179;45;0.063804952;0;b
180;45;0.16509824;1;b
181;46;0.497763073;0.304072774;a
182;46;0.130709334;2.829428864;a
183;46;0.09392637;0;b
184;46;0.553794145;1;b
185;47;0.496558294;-0.068716119;a
186;47;0.746836593;2.102466937;a
187;47;0.487705594;0;b
188;47;0.983347237;1;b
189;48;0.046106179;2.399416028;a
190;48;0.945414031;3.802576967;a
191;48;0.746565746;1;b
192;48;0.885279385;1;b
193;49;0.049324027;0.747610012;a
194;49;0.450392192;0.01547308;a
195;49;0.703572835;1;b
196;49;0.845489898;1;b
197;50;0.584787027;-2.908622168;a
198;50;0.321379452;-2.728949288;a
199;50;0.754104435;1;b
200;50;0.551578101;0;b
201;51;0.572700814;-0.286465399;a
202;51;0.120655139;-1.774396924;a
203;51;0.078183711;1;b
204;51;0.470980905;0;b
205;52;0.774796696;1.044704512;a
206;52;0.087003042;-1.360688946;a
207;52;0.812957789;0;b
208;52;0.946303341;0;b
209;53;0.243863937;0.202903851;a
210;53;0.156344186;0.472078928;a
211;53;0.031444181;1;b
212;53;0.618317203;1;b
213;54;0.635445651;1.533671787;a
214;54;0.845672538;1.476875173;a
215;54;0.993200354;1;b
216;54;0.09520692;1;b
217;55;0.630696023;-1.915447696;a
218;55;0.554363766;-0.765809892;a
219;55;0.163294516;0;b
220;55;0.622858089;0;b
221;56;0.006968764;1.668108305;a
222;56;0.705322429;2.612883712;a
223;56;0.010446681;0;b
224;56;0.113226247;1;b
225;57;0.863708813;-0.896854202;a
226;57;0.650027886;-1.68366433;a
227;57;0.620635684;0;b
228;57;0.581082651;0;b
229;58;0.116228862;0.669561299;a
230;58;0.974047544;2.018939297;a
231;58;0.88682509;1;b
232;58;0.254706982;0;b
233;59;0.920477402;3.219359034;a
234;59;0.014193032;1.519203619;a
235;59;0.825243625;1;b
236;59;0.623832203;1;b
237;60;0.69999145;-1.241906822;a
238;60;0.602156875;-0.541958829;a
239;60;0.208364604;0;b
240;60;0.307699488;0;b
241;61;0.154744786;-0.719804009;a
242;61;0.366251349;-1.250119179;a
243;61;0.069216229;0;b
244;61;0.85743425;1;b
245;62;0.92816469;0.433566287;a
246;62;0.953513073;2.21739732;a
247;62;0.929534057;1;b
248;62;0.922442125;1;b
249;63;0.845202659;0.464758859;a
250;63;0.851049596;0.400433525;a
251;63;0.098693862;1;b
252;63;0.509629891;1;b
253;64;0.294874471;2.854141611;a
254;64;0.268628749;4.335333825;a
255;64;0.31299476;1;b
256;64;0.951897367;1;b
257;65;0.123241097;0.155524593;a
258;65;0.330305101;1.80073531;a
259;65;0.623568432;1;b
260;65;0.198419752;0;b
261;66;0.621543507;1.493976502;a
262;66;0.251568275;0.796540199;a
263;66;0.176249048;0;b
264;66;0.693639614;1;b
265;67;0.149228003;0.775211934;a
266;67;0.222829633;3.871344396;a
267;67;0.330652112;0;b
268;67;0.856849345;1;b
269;68;0.574541121;2.003523119;a
270;68;0.015999738;-0.539123515;a
271;68;0.024643699;0;b
272;68;0.899306253;1;b
273;69;0.181269323;0.589242398;a
274;69;0.046409591;0.320837572;a
275;69;0.185633143;1;b
276;69;0.419675655;1;b
277;70;0.060451534;-0.379187956;a
278;70;0.136494114;2.246866636;a
279;70;0.456130902;1;b
280;70;0.674822342;1;b
281;71;0.56206824;0.001157235;a
282;71;0.11355861;0.614086004;a
283;71;0.389249385;0;b
284;71;0.829725538;1;b
285;72;0.110490895;0.881263492;a
286;72;0.139470981;0.636318554;a
287;72;0.36941599;0;b
288;72;0.322267136;0;b
289;73;0.500755748;-2.841167119;a
290;73;0.227804134;-1.749592732;a
291;73;0.129318221;0;b
292;73;0.196889514;0;b
293;74;0.395639959;2.591292366;a
294;74;0.468912879;2.769873693;a
295;74;0.678304573;1;b
296;74;0.211576666;1;b
297;75;0.555004208;-1.421898033;a
298;75;0.801390327;-0.38350357;a
299;75;0.322363701;0;b
300;75;0.170387198;0;b
301;76;0.253814275;0.538451701;a
302;76;0.075992924;0.324196455;a
303;76;0.405162197;0;b
304;76;0.196216811;0;b
305;77;0.335161339;0.079717076;a
306;77;0.349393138;-2.463572059;a
307;77;0.44341092;0;b
308;77;0.256458313;0;b
309;78;0.149530129;1.201508982;a
310;78;0.431228864;-0.56496757;a
311;78;0.707169879;1;b
312;78;0.429774475;1;b
313;79;0.472461929;1.053052883;a
314;79;0.99409714;0.01270478;a
315;79;0.914788509;1;b
316;79;0.803843082;0;b
317;80;0.996996671;-1.268036846;a
318;80;0.570359902;0.416102346;a
319;80;0.34620394;0;b
320;80;0.365344796;0;b
321;81;0.481981131;1.390237073;a
322;81;0.271689857;1.053957855;a
323;81;0.59149446;1;b
324;81;0.293002047;1;b
325;82;0.824456977;0.203715849;a
326;82;0.402539791;0.265858689;a
327;82;0.208855888;1;b
328;82;0.29616496;0;b
329;83;0.374461399;-0.755099968;a
330;83;0.599570155;-0.461441831;a
331;83;0.757861193;1;b
332;83;0.77975331;0;b
333;84;0.429202103;0.528767514;a
334;84;0.569551053;-1.118941691;a
335;84;0.156325689;1;b
336;84;0.279056316;0;b
337;85;0.752403354;0.302859987;a
338;85;0.043501111;0.636472706;a
339;85;0.755054536;1;b
340;85;0.404876509;1;b
341;86;0.927861519;-1.692851006;a
342;86;0.853438232;0.533868199;a
343;86;0.439849691;0;b
344;86;0.091841205;0;b
345;87;0.142503395;-0.848797102;a
346;87;0.050328213;-0.051983482;a
347;87;0.782028402;1;b
348;87;0.840025608;1;b
349;88;0.681718561;1.379297098;a
350;88;0.857860682;0.009562564;a
351;88;0.216920904;0;b
352;88;0.62631521;1;b
353;89;0.55430941;0.833278838;a
354;89;0.343154122;2.278732394;a
355;89;0.655334211;1;b
356;89;0.849807288;1;b
357;90;0.336484233;0.190190164;a
358;90;0.894048942;-0.470308046;a
359;90;0.968965157;1;b
360;90;0.697786235;1;b
361;91;0.709437418;-0.5544751;a
362;91;0.313336697;-1.713965045;a
363;91;0.368402724;0;b
364;91;0.172174075;0;b
365;92;0.618742371;3.154717021;a
366;92;0.584010117;2.819212707;a
367;92;0.183547443;1;b
368;92;0.264254385;1;b
369;93;0.777882086;-1.27467735;a
370;93;0.285131519;0.911295293;a
371;93;0.7844506;0;b
372;93;0.880527405;0;b
373;94;0.925328094;-0.192349924;a
374;94;0.843946809;0.635902454;a
375;94;0.507617947;0;b
376;94;0.665681797;1;b
377;95;0.852085268;-0.4254642;a
378;95;0.656954262;-2.373314714;a
379;95;0.354331104;1;b
380;95;0.85467479;0;b
381;96;0.260096194;3.058718338;a
382;96;0.800143809;2.970399034;a
383;96;0.21511606;1;b
384;96;0.931196776;1;b
385;97;0.510967092;-0.904126048;a
386;97;0.332545708;-0.763678786;a
387;97;0.379674473;1;b
388;97;0.295680843;1;b
389;98;0.851252204;0.400248554;a
390;98;0.520486683;0.854888993;a
391;98;0.338410289;1;b
392;98;0.684246117;0;b
393;99;0.507465963;-0.225464377;a
394;99;0.085818648;-1.82666409;a
395;99;0.49077472;1;b
396;99;0.528747608;0;b
397;100;0.348377921;1.154485602;a
398;100;0.541542612;-0.946481344;a
399;100;0.030811838;0;b
400;100;0.553051161;0;b
401;101;0.951171747;0.397812503;a
402;101;0.92230411;-0.136129924;a
403;101;0.301287041;0;b
404;101;0.574267908;1;b
405;102;0.728381274;2.948335852;a
406;102;0.543024538;2.190517053;a
407;102;0.667858856;1;b
408;102;0.536475968;1;b
409;103;0.240485589;0.995615042;a
410;103;0.506556256;-1.35643886;a
411;103;0.553754308;0;b
412;103;0.281716811;0;b
413;104;0.034609673;0.988759039;a
414;104;0.236103558;2.085039664;a
415;104;0.566519791;1;b
416;104;0.349820439;1;b
417;105;0.60679925;0.316886117;a
418;105;0.623493796;0.433639639;a
419;105;0.714413892;0;b
420;105;0.655930519;0;b
421;106;0.311613382;-0.585200027;a
422;106;0.808134395;0.431108805;a
423;106;0.689493367;1;b
424;106;0.3074898;0;b
425;107;0.030729999;-1.810296639;a
426;107;0.37418593;-1.352026202;a
427;107;0.896871535;1;b
428;107;0.658742891;0;b
429;108;0.254360796;-1.799304479;a
430;108;0.941237875;-1.657755255;a
431;108;0.417892209;0;b
432;108;0.446899042;1;b
433;109;0.719604492;2.042646646;a
434;109;0.999521842;2.577169562;a
435;109;0.374131689;0;b
436;109;0.433905342;1;b
437;110;0.137248779;0.190526973;a
438;110;0.99309143;-0.077321855;a
439;110;0.092958308;0;b
440;110;0.952449835;1;b
441;111;0.981086807;0.276170082;a
442;111;0.025870192;0.303703832;a
443;111;0.578243953;0;b
444;111;0.596259905;1;b
445;112;0.630681275;0.364768643;a
446;112;0.546360179;-0.481601005;a
447;112;0.691629265;0;b
448;112;0.690569579;1;b
449;113;0.929498439;-0.135144198;a
450;113;0.461701601;-0.472577491;a
451;113;0.022443132;1;b
452;113;0.647099873;1;b
453;114;0.38869182;-0.040896525;a
454;114;0.133969554;-0.313283247;a
455;114;0.773224313;1;b
456;114;0.030978298;0;b
457;115;0.849609861;1.521905521;a
458;115;0.524204713;0.9041879;a
459;115;0.867893285;0;b
460;115;0.237931588;1;b
461;116;0.064045648;0.990367437;a
462;116;0.39621218;0.281119675;a
463;116;0.418394756;1;b
464;116;0.431937678;1;b
465;117;0.347115516;1.14394254;a
466;117;0.355435137;3.156462044;a
467;117;0.754484854;1;b
468;117;0.242134788;1;b
469;118;0.16542223;0.377300694;a
470;118;0.853390221;-0.73436043;a
471;118;0.257305011;1;b
472;118;0.405164585;1;b
473;119;0.891120405;-1.269582037;a
474;119;0.613454939;0.819875397;a
475;119;0.812520278;0;b
476;119;0.657325761;1;b
477;120;0.573606112;2.23224205;a
478;120;0.825137758;4.281528519;a
479;120;0.697393767;1;b
480;120;0.569679372;1;b
481;121;0.603260353;-0.750381699;a
482;121;0.529565235;-0.943353341;a
483;121;0.612724745;0;b
484;121;0.025957193;0;b
485;122;0.291674383;1.941438031;a
486;122;0.440838177;0.781357949;a
487;122;0.748191364;0;b
488;122;0.915931152;0;b
489;123;0.102893434;2.467799369;a
490;123;0.14256804;-1.199192357;a
491;123;0.271415195;1;b
492;123;0.612184037;0;b
493;124;0.892081633;2.479442924;a
494;124;0.90285356;2.344741487;a
495;124;0.050585925;1;b
496;124;0.126963481;1;b
497;125;0.452198087;-2.323871954;a
498;125;0.33647203;-2.102816466;a
499;125;0.284774527;1;b
500;125;0.067842386;1;b
501;126;0.069017378;-0.232102954;a
502;126;0.757157124;0.21755473;a
503;126;0.929429729;0;b
504;126;0.247662334;0;b
505;127;0.562133807;2.493823191;a
506;127;0.746473978;-0.660657363;a
507;127;0.546139555;1;b
508;127;0.22542158;1;b
509;128;0.683891452;2.463249836;a
510;128;0.467186601;1.169365443;a
511;128;0.932380578;1;b
512;128;0.654806601;1;b
513;129;0.879407652;0.82906778;a
514;129;0.536370329;-0.888724215;a
515;129;0.944992097;1;b
516;129;0.654208597;0;b
517;130;0.013838117;0.409048457;a
518;130;0.833130991;1.342485978;a
519;130;0.022382978;0;b
520;130;0.465236349;0;b
521;131;0.460668455;-2.910763287;a
522;131;0.196476046;-0.152761598;a
523;131;0.661172846;0;b
524;131;0.718612324;0;b
525;132;0.523959647;-0.615664231;a
526;132;0.232699394;0.421299465;a
527;132;0.155881047;1;b
528;132;0.238890598;0;b
529;133;0.163144187;1.275468657;a
530;133;0.584396616;2.598611604;a
531;133;0.842559486;1;b
532;133;0.186811194;1;b
533;134;0.905968747;0.216566902;a
534;134;0.424197105;0.293210262;a
535;134;0.235689481;0;b
536;134;0.930294332;1;b
537;135;0.393631211;0.967085121;a
538;135;0.896290941;3.362096074;a
539;135;0.961640276;1;b
540;135;0.161778157;1;b
541;136;0.735682207;2.650123887;a
542;136;0.732680677;1.041436638;a
543;136;0.168071724;1;b
544;136;0.308056184;1;b
545;137;0.369283347;-0.169081226;a
546;137;0.39115672;0.201049311;a
547;137;0.654251881;1;b
548;137;0.26211911;0;b
549;138;0.141700735;-0.105002506;a
550;138;0.160383197;1.297957727;a
551;138;0.793277472;1;b
552;138;0.582859733;1;b
553;139;0.357464747;0.356391752;a
554;139;0.74044132;0.701090212;a
555;139;0.492883616;0;b
556;139;0.05172395;1;b
557;140;0.710103404;0.52822825;a
558;140;0.521634585;1.127256393;a
559;140;0.073146212;1;b
560;140;0.51192491;1;b
561;141;0.920948119;-0.265258182;a
562;141;0.748559481;-0.109256996;a
563;141;0.91267935;0;b
564;141;0.817563026;0;b
565;142;0.263431129;-2.442425874;a
566;142;0.730180829;-1.294629966;a
567;142;0.03206336;0;b
568;142;0.832115396;0;b
569;143;0.28554212;-0.097090194;a
570;143;0.17723256;-1.188247141;a
571;143;0.090411663;0;b
572;143;0.848840119;1;b
573;144;0.485655675;1.985824624;a
574;144;0.83888839;1.414509562;a
575;144;0.65835327;0;b
576;144;0.150213969;1;b
577;145;0.906974262;0.719339995;a
578;145;0.543015986;-0.623560563;a
579;145;0.950109103;0;b
580;145;0.718460771;0;b
581;146;0.026591833;-3.02124163;a
582;146;0.211259343;-2.291285187;a
583;146;0.753765762;0;b
584;146;0.207109147;0;b
585;147;0.955903315;-0.326874569;a
586;147;0.702711909;1.308568747;a
587;147;0.63768228;0;b
588;147;0.636249942;1;b
589;148;0.653057969;0.641411862;a
590;148;0.956635867;0.824467078;a
591;148;0.6706696;0;b
592;148;0.529123793;0;b
593;149;0.138827357;-0.11645764;a
594;149;0.305391741;0.616966999;a
595;149;0.184576957;1;b
596;149;0.282479686;1;b
597;150;0.807169354;0.592511086;a
598;150;0.469746088;-0.181670278;a
599;150;0.163087761;0;b
600;150;0.443464007;1;b
601;151;0.82504308;3.047467244;a
602;151;0.748538405;1.155028649;a
603;151;0.240320006;1;b
604;151;0.064424813;1;b
605;152;0.310698324;1.048886358;a
606;152;0.038525089;1.115952099;a
607;152;0.302415583;1;b
608;152;0.060470941;1;b
609;153;0.327450871;1.789062284;a
610;153;0.853260519;-1.826256766;a
611;153;0.131652585;1;b
612;153;0.821247259;1;b
613;154;0.322683388;-0.362622742;a
614;154;0.052183838;1.171244664;a
615;154;0.112513879;1;b
616;154;0.714793082;0;b
617;155;0.550503277;-1.650731983;a
618;155;0.934534425;1.853873845;a
619;155;0.847640827;1;b
620;155;0.556694949;1;b
621;156;0.28471341;-1.330682392;a
622;156;0.64040042;0.859341824;a
623;156;0.973078126;1;b
624;156;0.395078702;1;b
625;157;0.504911201;0.364218625;a
626;157;0.189217287;0.560733175;a
627;157;0.484591106;0;b
628;157;0.671328424;0;b
629;158;0.958867107;0.924226931;a
630;158;0.532987653;0.452018297;a
631;158;0.630106238;1;b
632;158;0.122427067;0;b
633;159;0.898861756;3.375005992;a
634;159;0.606550621;0.2377799;a
635;159;0.868941458;1;b
636;159;0.307503477;0;b
637;160;0.536753041;3.243297512;a
638;160;0.201368094;-0.066047915;a
639;160;0.73052025;1;b
640;160;0.64886156;1;b
641;161;0.214702301;1.198343907;a
642;161;0.612517614;0.6445371;a
643;161;0.095381491;0;b
644;161;0.855610035;0;b
645;162;0.39122914;0.333550122;a
646;162;0.034120481;0.087150465;a
647;162;0.817132169;1;b
648;162;0.64579344;1;b
649;163;0.262580438;0.918833695;a
650;163;0.005090581;-0.581224008;a
651;163;0.682984168;1;b
652;163;0.915633002;1;b
653;164;0.727847289;1.202925071;a
654;164;0.869431416;2.821009039;a
655;164;0.429763693;0;b
656;164;0.208436209;0;b
657;165;0.472708983;0.852154959;a
658;165;0.959224033;-0.390405807;a
659;165;0.497671251;1;b
660;165;0.771036809;0;b
661;166;0.977812354;-0.502344496;a
662;166;0.714421945;0.404157774;a
663;166;0.933067032;1;b
664;166;0.402179758;0;b
665;167;0.547873914;0.679508285;a
666;167;0.329521445;1.625316324;a
667;167;0.620987285;0;b
668;167;0.961267608;1;b
669;168;0.62258811;-0.592688249;a
670;168;0.360434986;-0.51982932;a
671;168;0.075677481;0;b
672;168;0.137217547;1;b
673;169;0.2771466;0.645337532;a
674;169;0.17126816;0.704345644;a
675;169;0.753162177;1;b
676;169;0.610565094;1;b
677;170;0.39573568;2.127785901;a
678;170;0.726746229;1.106025862;a
679;170;0.575576292;1;b
680;170;0.796572569;1;b
681;171;0.235290645;0.396841233;a
682;171;0.29645525;1.773533897;a
683;171;0.456275884;0;b
684;171;0.163722511;1;b
685;172;0.695969207;0.427709875;a
686;172;0.063294607;0.533858839;a
687;172;0.300668178;0;b
688;172;0.114121386;1;b
689;173;0.387743089;-0.901490716;a
690;173;0.183022358;-0.82584184;a
691;173;0.259278181;0;b
692;173;0.804469706;1;b
693;174;0.919069698;1.957314706;a
694;174;0.742690047;1.26656087;a
695;174;0.660529491;1;b
696;174;0.17893413;1;b
697;175;0.169411912;-0.65266663;a
698;175;0.433135373;-0.940247086;a
699;175;0.212207375;1;b
700;175;0.926091259;1;b
701;176;0.562866263;0.192388983;a
702;176;0.527546714;-1.819882191;a
703;176;0.73575545;0;b
704;176;0.28929818;0;b
705;177;0.129782511;-0.671697284;a
706;177;0.75113341;0.508590478;a
707;177;0.253384836;1;b
708;177;0.669856936;1;b
709;178;0.385753253;0.238828342;a
710;178;0.562655916;0.999869625;a
711;178;0.16056801;1;b
712;178;0.899815538;0;b
713;179;0.049177168;0.717973448;a
714;179;0.689177052;1.812755787;a
715;179;0.169549074;1;b
716;179;0.759560511;1;b
717;180;0.976718339;2.537157117;a
718;180;0.386843306;0.624307213;a
719;180;0.263167137;0;b
720;180;0.054450085;0;b
721;181;0.977499865;-1.247195695;a
722;181;0.777957862;0.161155715;a
723;181;0.035615412;0;b
724;181;0.598563749;1;b
725;182;0.105258845;1.406311451;a
726;182;0.595401624;2.641051916;a
727;182;0.559250937;1;b
728;182;0.210777006;1;b
729;183;0.424285631;0.496691635;a
730;183;0.120396317;0.770749418;a
731;183;0.915425653;1;b
732;183;0.498751924;0;b
733;184;0.606552624;-1.183333435;a
734;184;0.888531827;0.427261586;a
735;184;0.586707909;1;b
736;184;0.220353069;0;b
737;185;0.609082335;-0.05124892;a
738;185;0.118812305;0.682542657;a
739;185;0.333352952;1;b
740;185;0.657220084;0;b
741;186;0.691460101;0.301956355;a
742;186;0.141308109;0.39952849;a
743;186;0.969323233;0;b
744;186;0.955650832;1;b
745;187;0.196795924;-0.848472475;a
746;187;0.374951083;-0.538073207;a
747;187;0.201619337;1;b
748;187;0.988544323;1;b
749;188;0.429241214;-0.943689018;a
750;188;0.120645133;-0.881782363;a
751;188;0.681646911;1;b
752;188;0.574050939;1;b
753;189;0.169037325;0.056022333;a
754;189;0.46143642;-1.331093125;a
755;189;0.13418779;0;b
756;189;0.873786438;0;b
757;190;0.136339717;-1.687732521;a
758;190;0.518452899;0.69692851;a
759;190;0.611222688;0;b
760;190;0.643178206;1;b
761;191;0.092703239;-1.471408285;a
762;191;0.097099573;0.511239168;a
763;191;0.972738038;0;b
764;191;0.45502519;1;b
765;192;0.662067854;1.053608634;a
766;192;0.325377231;-0.340788463;a
767;192;0.865752987;1;b
768;192;0.190026275;0;b
769;193;0.888722502;0.798995354;a
770;193;0.587739482;0.838110577;a
771;193;0.518552649;1;b
772;193;0.059065286;1;b
773;194;0.611668517;0.502309797;a
774;194;0.739469555;0.766638395;a
775;194;0.42615922;1;b
776;194;0.865449495;0;b
777;195;0.103284226;0.805504071;a
778;195;0.360770203;2.064705769;a
779;195;0.407120029;1;b
780;195;0.238280135;1;b
781;196;0.703769627;-0.207052928;a
782;196;0.729921592;-0.030222944;a
783;196;0.766603309;1;b
784;196;0.400742556;1;b
785;197;0.327054069;3.639496217;a
786;197;0.600299766;2.657747309;a
787;197;0.608307686;0;b
788;197;0.817451361;1;b
789;198;0.006763404;0.67924074;a
790;198;0.284950412;-0.655605011;a
791;198;0.776202734;1;b
792;198;0.423013406;1;b
793;199;0.235444318;-0.01698601;a
794;199;0.116396489;-2.223213292;a
795;199;0.375961254;1;b
796;199;0.028833095;0;b
797;200;0.873340018;0.326166201;a
798;200;0.066805957;0.633611038;a
799;200;0.693415972;0;b
800;200;0.480041601;1;b
801;201;0.099809841;0.605762166;a
802;201;0.379221475;0.341723683;a
803;201;0.713480749;0;b
804;201;0.297077581;1;b
805;202;0.151595053;-0.466289517;a
806;202;0.356071463;0.010516622;a
807;202;0.850119373;0;b
808;202;0.138834446;0;b
809;203;0.453841606;2.86426705;a
810;203;0.638767377;3.839892895;a
811;203;0.204750478;1;b
812;203;0.163411238;1;b
813;204;0.037872528;0.2784214;a
814;204;0.290180088;0.328497605;a
815;204;0.079879891;0;b
816;204;0.847032909;1;b
817;205;0.973926148;2.553384585;a
818;205;0.654886279;0.158848004;a
819;205;0.618140201;1;b
820;205;0.5014982;1;b
821;206;0.461422685;-1.792472789;a
822;206;0.709539391;-0.119208553;a
823;206;0.976529718;0;b
824;206;0.047400117;1;b
825;207;0.675184802;0.749370735;a
826;207;0.203793951;0.333821039;a
827;207;0.785428802;0;b
828;207;0.172097176;0;b
829;208;0.60808792;-0.933968639;a
830;208;0.927816367;0.936108267;a
831;208;0.047656038;1;b
832;208;0.370578305;1;b
833;209;0.178972342;-3.569401783;a
834;209;0.772291532;-2.752235198;a
835;209;0.27333203;0;b
836;209;0.232243907;0;b
837;210;0.091987301;-3.03389511;a
838;210;0.791111632;2.170287311;a
839;210;0.797947836;1;b
840;210;0.934273921;1;b
841;211;0.522310024;2.103814904;a
842;211;0.291350182;1.563389461;a
843;211;0.485287681;1;b
844;211;0.417839;1;b
845;212;0.69354558;0.06245353;a
846;212;0.268258043;0.64451822;a
847;212;0.689382887;1;b
848;212;0.076752019;0;b
849;213;0.108171184;-1.625411516;a
850;213;0.106752805;-1.165425018;a
851;213;0.612807724;0;b
852;213;0.432771893;0;b
853;214;0.32519811;0.986438574;a
854;214;0.509039139;-1.348554637;a
855;214;0.606630608;1;b
856;214;0.696556686;1;b
857;215;0.423531935;-1.060938474;a
858;215;0.579592888;-1.016506897;a
859;215;0.808958795;0;b
860;215;0.621856054;0;b
861;216;0.909680221;1.979763317;a
862;216;0.632532567;1.432141269;a
863;216;0.06186459;0;b
